benchmark,task_column,task_id,task_predictability_proxy_max_abs_peer_spearman,task_unpredictability_score,observed_count,difficulty_tier,task_score,observed_mean,observed_std
livecodebench,livecodebench/abc364_c,abc364_c,0.9108595236205935,0.08914047637940647,16,easy,0.85,0.85,0.2872281323269014
labbench,labbench/figqa-0074,figqa-0074,0.9108635097493042,0.08913649025069581,16,hard,0.1625,0.1625,0.2368411915187052
usaco,usaco/786,786,0.9108670435083926,0.08913295649160735,16,easy,0.7125,0.7125,0.3739568825412898
gaia2,gaia2/gaia2-cli/0099_dys7qiasymc6tsiomethj9v7ofhlksfb,gaia2-cli/0099_dys7qiasymc6tsiomethj9v7ofhlksfb,0.9108834487698174,0.08911655123018258,16,medium,0.400625,0.400625,0.4060860245994683
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-caesar-cipher-hard0292e21f-seed45-2,reasoning-gym-algorithmic-caesar-cipher-hard0292e21f-seed45-2,0.9109183720012035,0.08908162799879649,16,easy,0.8306335625000001,0.8306335625000001,0.2363552091624936
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-letter-counting-hard0292e21f-seed45-2,reasoning-gym-algorithmic-letter-counting-hard0292e21f-seed45-2,0.9109802728222302,0.08901972717776985,16,easy,0.9375,0.9375,0.1165922381636101
reasoning-gym,reasoning-gym/reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-0,reasoning-gym-algebra-intermediate-integration-hard0292e21f-seed45-0,0.9109802728222302,0.08901972717776985,16,easy,0.95,0.95,0.1118033988749894
kumo,kumo/musicenv-t4-a6-v1-s0,musicenv-t4-a6-v1-s0,0.9109802728222303,0.08901972717776974,16,easy,0.95,0.95,0.1118033988749894
kumo,kumo/chemicalcompoundsenv-t4-a6-v1-s1,chemicalcompoundsenv-t4-a6-v1-s1,0.9109802728222303,0.08901972717776974,16,easy,0.9375,0.9375,0.1165922381636101
aime,aime/aime_88,aime_88,0.911102379268297,0.08889762073170304,16,easy,0.815625,0.815625,0.2804676619059673
aime,aime/aime_73,aime_73,0.911102379268297,0.08889762073170304,16,easy,0.7250000000000001,0.7250000000000001,0.3665719574653795
dacode,dacode/dacode-ml-binary-006,dacode-ml-binary-006,0.9112726203877565,0.08872737961224353,14,easy,0.790501875,0.7640000714285714,0.3094162543092728
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-binary-matrix-hard0292e21f-seed45-1,reasoning-gym-algorithmic-binary-matrix-hard0292e21f-seed45-1,0.9112757954379739,0.08872420456202612,16,easy,0.934375,0.934375,0.1208288433073825
terminal-bench,terminal-bench/llm-inference-batching-scheduler,llm-inference-batching-scheduler,0.9113685525680607,0.08863144743193929,16,medium,0.50625,0.50625,0.4234807404121231
gaia,gaia/0a65cb96-cb6e-4a6a-8aae-c1084f613456,0a65cb96-cb6e-4a6a-8aae-c1084f613456,0.9114189080431847,0.0885810919568153,16,easy,0.775,0.775,0.3665719574653795
usaco,usaco/345,345,0.9114528151987233,0.08854718480127666,16,medium,0.625,0.625,0.373329613076702
gso,gso/gso-numpy--numpy-780799b,gso-numpy--numpy-780799b,0.9114528151987235,0.08854718480127655,16,hard,0.1124999999999999,0.1124999999999999,0.186664806538351
gso,gso/gso-uploadcare--pillow-simd-7511039,gso-uploadcare--pillow-simd-7511039,0.9114528151987235,0.08854718480127655,16,frontier,0.0375,0.0375,0.0780624749799799
terminal-bench,terminal-bench/mteb-retrieve,mteb-retrieve,0.9114654303752999,0.08853456962470008,16,hard,0.1,0.1,0.2549509756796392
medagentbench,medagentbench/task1_5,task1_5,0.9115746516594818,0.08842534834051818,16,medium,0.7,0.7,0.3316624790355399
medagentbench,medagentbench/task1_11,task1_11,0.9115746516594818,0.08842534834051818,16,easy,0.7625000000000001,0.7625000000000001,0.3018174116912409
kumo,kumo/educationenv-t12-a16-v1-s1,educationenv-t12-a16-v1-s1,0.9116326757246913,0.08836732427530869,16,medium,0.6125,0.6125,0.4029190365321549
kumo,kumo/educationenv-t4-a6-v1-s0,educationenv-t4-a6-v1-s0,0.9116326757246913,0.08836732427530869,16,medium,0.6625000000000001,0.6625000000000001,0.3585997071945263
spreadsheetbench,spreadsheetbench/343-20,343-20,0.9117062341773068,0.08829376582269322,16,easy,0.775,0.775,0.338193731461717
gpqa-diamond,gpqa-diamond/56,56,0.9117727459553719,0.08822725404462806,16,easy,0.7875,0.7875,0.3568525605905049
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,instance_internetarchive__openlibrary-1894cb48d6e7fb498295a5d3ed0596f6f603b784-v0f5aece3601a5b4419f7ccec1dbda2071be28ee4,0.9118006770505414,0.08819932294945865,16,medium,0.4625,0.4625,0.3585997071945263
sldbench,sldbench/parallel_scaling_law,parallel_scaling_law,0.9118108299657065,0.0881891700342935,16,easy,0.874895875,0.874895875,0.2989209340496402
arc-agi-2,arc-agi-2/8e5c0c38_0,8e5c0c38_0,0.911949829150156,0.08805017084984401,16,hard,0.2625,0.2625,0.3585997071945263
dacode,dacode/dacode-ml-competition-016,dacode-ml-competition-016,0.9119887777255232,0.08801122227447677,14,medium,0.4571624375,0.4495687857142857,0.2672357145133376
dacode,dacode/dacode-ml-competition-009,dacode-ml-competition-009,0.9119887777255232,0.08801122227447677,14,medium,0.65,0.6428571428571429,0.3478798760538834
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-2,reasoning-gym-algorithmic-caesar-cipher-easy00cea0a5-seed45-2,0.9120235081819038,0.08797649181809619,15,easy,0.86845925,0.8604650666666667,0.2875256184132622
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-caesar-cipher-hard0292e21f-seed45-0,reasoning-gym-algorithmic-caesar-cipher-hard0292e21f-seed45-0,0.9120235081819038,0.08797649181809619,15,easy,0.7946235625,0.7944085333333333,0.2905713259486941
featurebench-modal,featurebench-modal/huggingface__transformers.e2e8dbed.test_processing_samhq.7732c356.lv1,huggingface__transformers.e2e8dbed.test_processing_samhq.7732c356.lv1,0.9120654587481271,0.08793454125187294,16,medium,0.3874999999999999,0.3874999999999999,0.3705991770093398
spreadsheetbench,spreadsheetbench/247-24,247-24,0.912199893885496,0.08780010611450395,16,medium,0.325,0.325,0.4351723796382303
simpleqa,simpleqa/simpleqa-3796,simpleqa-3796,0.9123568056634825,0.08764319433651746,16,easy,0.775,0.775,0.3665719574653795
hle,hle/hle/hle__672481e607ba5eb2c1c53534,hle/hle__672481e607ba5eb2c1c53534,0.9124966070159505,0.08750339298404952,16,hard,0.075,0.075,0.1984313483298443
hle,hle/hle/hle__6739674739118cf30f5f1075,hle/hle__6739674739118cf30f5f1075,0.9124966070159505,0.08750339298404952,16,hard,0.0625,0.0625,0.1536025715930563
featurebench-modal,featurebench-modal/lightning-ai__pytorch-lightning.126fa6f1.test_hooks.34620588.lv1,lightning-ai__pytorch-lightning.126fa6f1.test_hooks.34620588.lv1,0.9125045869442199,0.08749541305578012,16,hard,0.1125,0.1125,0.186664806538351
labbench,labbench/figqa-0084,figqa-0084,0.9125086624258558,0.08749133757414418,16,hard,0.275,0.275,0.3455068740271313
bigcodebench,bigcodebench/bigcodebench_723,bigcodebench_723,0.9125128703542167,0.08748712964578331,16,hard,0.0875,0.0875,0.1996089927833914
bigcodebench,bigcodebench/bigcodebench_785,bigcodebench_785,0.9125128703542167,0.08748712964578331,16,frontier,0.0375,0.0375,0.0780624749799799
reasoning-gym,reasoning-gym/reasoning-gym-code-codeio-easy00cea0a5-seed45-2,reasoning-gym-code-codeio-easy00cea0a5-seed45-2,0.9125920569668788,0.08740794303312116,16,easy,0.931375,0.931375,0.1355206972200187
dacode,dacode/dacode-di-text-025,dacode-di-text-025,0.9128158978640168,0.08718410213598315,14,medium,0.4499999999999999,0.4571428571428571,0.3958973274443148
dacode,dacode/dacode-di-text-005,dacode-di-text-005,0.9128158978640168,0.08718410213598315,14,medium,0.5625,0.5571428571428572,0.4083315979416129
aider-polyglot,aider-polyglot/polyglot_java_connect,polyglot_java_connect,0.9129757303844135,0.08702426961558651,16,medium,0.3,0.3,0.3674234614174767
swe-lancer,swe-lancer/29511-manager-0,29511-manager-0,0.913062079511497,0.08693792048850302,16,medium,0.5375,0.5375,0.3295356581616017
aider-polyglot,aider-polyglot/polyglot_cpp_queen-attack,polyglot_cpp_queen-attack,0.9130626032951088,0.0869373967048912,16,hard,0.2875,0.2875,0.3533323506275642
aider-polyglot,aider-polyglot/polyglot_cpp_gigasecond,polyglot_cpp_gigasecond,0.9130626032951088,0.0869373967048912,16,medium,0.375,0.375,0.3864906208435076
gaia,gaia/9b54f9d9-35ee-4a14-b62f-d130ea00317f,9b54f9d9-35ee-4a14-b62f-d130ea00317f,0.9130670946099098,0.08693290539009024,16,medium,0.575,0.575,0.4054318685056713
labbench,labbench/figqa-0003,figqa-0003,0.9131337926401659,0.08686620735983408,16,medium,0.3375,0.3375,0.4399928976699511
aider-polyglot,aider-polyglot/polyglot_cpp_crypto-square,polyglot_cpp_crypto-square,0.9131470500494462,0.08685294995055381,16,medium,0.375,0.375,0.3992179855667828
aider-polyglot,aider-polyglot/polyglot_go_forth,polyglot_go_forth,0.9131470500494462,0.08685294995055381,16,medium,0.4,0.4,0.4183300132670378
lawbench,lawbench/lawbench-2-7-22-one-shot,lawbench-2-7-22-one-shot,0.9131503996912784,0.08684960030872158,16,medium,0.3227305,0.3227305,0.0908377356265005
lawbench,lawbench/lawbench-2-7-15-one-shot,lawbench-2-7-15-one-shot,0.9131503996912784,0.08684960030872158,16,hard,0.2882961874999999,0.2882961874999999,0.092146036074686
hle,hle/hle/hle__671f33cb75523fe63c0a8b60,hle/hle__671f33cb75523fe63c0a8b60,0.9132587779536999,0.08674122204630008,16,medium,0.45,0.45,0.3968626966596886
hle,hle/hle/hle__675aa6e703e9471764dfedd2,hle/hle__675aa6e703e9471764dfedd2,0.9132587779536999,0.08674122204630008,16,medium,0.4125,0.4125,0.4328322423295196
hle,hle/hle/hle__66ff679163f0dbcc8b9941dd,hle/hle__66ff679163f0dbcc8b9941dd,0.913576060538422,0.086423939461578,16,hard,0.1625,0.1625,0.3333072906493345
hle,hle/hle/hle__676f30b2c0f9a20a47cd3211,hle/hle__676f30b2c0f9a20a47cd3211,0.913576060538422,0.086423939461578,16,hard,0.0875,0.0875,0.1996089927833914
labbench,labbench/figqa-0072,figqa-0072,0.9135974923938868,0.08640250760611323,16,medium,0.375,0.375,0.4054318685056713
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__7ymo4qe1,oauthlib__oauthlib.1fd52536.combine_file__7ymo4qe1,0.9136218940213191,0.0863781059786809,16,easy,0.734375,0.734375,0.3440197804996102
arc-agi-2,arc-agi-2/cbebaa4b_0,cbebaa4b_0,0.9136760583029313,0.0863239416970687,16,hard,0.2249999999999999,0.2249999999999999,0.2989565185775349
swesmith,swesmith/oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,oauthlib__oauthlib.1fd52536.combine_file__3bgiin60,0.9136999979794127,0.0863000020205873,16,hard,0.25,0.25,0.3640054944640259
medagentbench,medagentbench/task2_26,task2_26,0.9137852422210564,0.08621475777894361,16,easy,0.8375,0.8375,0.2471714991660648
dacode,dacode/dacode-di-csv-016,dacode-di-csv-016,0.9138696016969939,0.08613039830300606,14,hard,0.129166625,0.147619,0.2885964542032945
dacode,dacode/dacode-ml-competition-006,dacode-ml-competition-006,0.9138696016969939,0.08613039830300606,14,frontier,0.0375,0.0428571428571428,0.111574995370095
gaia2,gaia2/gaia2-cli/0303_a4r2s3358vo2oaf5boi4xjoik93mwob2,gaia2-cli/0303_a4r2s3358vo2oaf5boi4xjoik93mwob2,0.9139634535335308,0.08603654646646919,16,medium,0.7,0.7,0.3937003937005905
reasoning-gym,reasoning-gym/reasoning-gym-algorithmic-rotten-oranges-hard0292e21f-seed45-2,reasoning-gym-algorithmic-rotten-oranges-hard0292e21f-seed45-2,0.9140076728777483,0.08599232712225169,16,easy,0.825,0.825,0.2331844763272204
dacode,dacode/dacode-plot-pie-017,dacode-plot-pie-017,0.91401368480213,0.08598631519787003,14,hard,0.1125,0.1285714285714286,0.2889106916593812
research-code-bench,research-code-bench/llm-sci-use_data_loading,llm-sci-use_data_loading,0.9140607940311745,0.08593920596882554,16,medium,0.375,0.375,0.4630064794363033
swebench-verified,swebench-verified/django__django-16116,django__django-16116,0.9140808315341972,0.08591916846580283,16,easy,0.8375,0.8375,0.2666341125962693
lawbench,lawbench/lawbench-2-6-19-zero-shot,lawbench-2-6-19-zero-shot,0.9143056600804517,0.08569433991954833,16,medium,0.3765152499999999,0.3765152499999999,0.1789322353617773
lawbench,lawbench/lawbench-2-6-8-zero-shot,lawbench-2-6-8-zero-shot,0.9143056600804517,0.08569433991954833,16,medium,0.4656401874999999,0.4656401874999999,0.2148323801627732
widesearch,widesearch/widesearch/widesearch-ws-en-027,widesearch/widesearch-ws-en-027,0.914360778984454,0.085639221015546,16,hard,0.269791375,0.269791375,0.1675872208384618
swebench-verified,swebench-verified/django__django-13964,django__django-13964,0.9144378309545862,0.0855621690454138,16,easy,0.725,0.725,0.3381937314617171
terminal-bench,terminal-bench/largest-eigenval,largest-eigenval,0.9145235105151001,0.08547648948489994,16,medium,0.428125,0.428125,0.3716385803102256
terminal-bench,terminal-bench/rstan-to-pystan,rstan-to-pystan,0.9145235105151001,0.08547648948489994,16,medium,0.5125,0.5125,0.4357106264483344
lawbench,lawbench/lawbench-1-1-3-zero-shot,lawbench-1-1-3-zero-shot,0.9145465357312346,0.08545346426876543,16,medium,0.48116375,0.48116375,0.3424501294939709
lawbench,lawbench/lawbench-1-1-15-one-shot,lawbench-1-1-15-one-shot,0.9145465357312346,0.08545346426876543,16,medium,0.38619475,0.38619475,0.3189820963791502
swe-lancer,swe-lancer/15289-manager-0,15289-manager-0,0.9147320339189787,0.08526796608102127,16,hard,0.0875,0.0875,0.2117634293262177
gpqa-diamond,gpqa-diamond/97,97,0.9147527373364019,0.08524726266359806,16,medium,0.5249999999999999,0.5249999999999999,0.4520785330006281
gpqa-diamond,gpqa-diamond/174,174,0.9147527373364019,0.08524726266359806,16,medium,0.4625,0.4625,0.3982383080518498
gpqa-diamond,gpqa-diamond/128,128,0.9147938504494533,0.08520614955054673,16,easy,0.8125,0.8125,0.2955397604384222
qcircuitbench,qcircuitbench/deutsch_jozsa-n8,deutsch_jozsa-n8,0.9148958739151978,0.08510412608480222,16,easy,0.79325,0.79325,0.3846861545467941
qcircuitbench,qcircuitbench/bernstein_vazirani_oracle-n9,bernstein_vazirani_oracle-n9,0.9148958739151978,0.08510412608480222,16,easy,0.875,0.875,0.2817356917396161
labbench,labbench/figqa-0075,figqa-0075,0.9149324392785059,0.08506756072149413,16,medium,0.3375,0.3375,0.3585997071945263
reasoning-gym,reasoning-gym/reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-0,reasoning-gym-cognition-figlet-font-hard0292e21f-seed45-0,0.9150118595442696,0.08498814045573044,16,medium,0.46125,0.46125,0.4375767789771299
aider-polyglot,aider-polyglot/polyglot_java_kindergarten-garden,polyglot_java_kindergarten-garden,0.915092938148076,0.08490706185192398,16,hard,0.25,0.25,0.2783882181415011
arc-agi-2,arc-agi-2/2d0172a1_1,2d0172a1_1,0.9151532754651023,0.08484672453489772,16,hard,0.1375,0.1375,0.2087911636061258
gaia2,gaia2/gaia2-cli/0117_21kzyhlzscui6zvrqouyc1n2xuyhkbal,gaia2-cli/0117_21kzyhlzscui6zvrqouyc1n2xuyhkbal,0.9152420579442914,0.08475794205570863,16,medium,0.30546875,0.30546875,0.3173058199882843
reasoning-gym,reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-1,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-1,0.9153102969489658,0.08468970305103418,16,easy,0.7250000000000001,0.7250000000000001,0.3799671038392666
reasoning-gym,reasoning-gym/reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-2,reasoning-gym-graphs-shortest-path-easy00cea0a5-seed45-2,0.9153102969489658,0.08468970305103418,16,easy,0.8468749999999999,0.8468749999999999,0.2509162895768228
usaco,usaco/226,226,0.915350492274061,0.08464950772593904,16,easy,0.871875,0.871875,0.2549318229939134
usaco,usaco/644,644,0.915350492274061,0.08464950772593904,16,easy,0.8375,0.8375,0.3018174116912409
terminal-bench,terminal-bench/bn-fit-modify,bn-fit-modify,0.9153774487854702,0.08462255121452977,16,medium,0.65,0.65,0.35
simpleqa,simpleqa/simpleqa-2546,simpleqa-2546,0.9154073083049962,0.08459269169500383,16,easy,0.925,0.925,0.171391365010026
lawbench,lawbench/lawbench-2-10-24-one-shot,lawbench-2-10-24-one-shot,0.915417520358573,0.08458247964142696,16,easy,0.7006388125,0.7006388125,0.2098852401820512
arc-agi-2,arc-agi-2/cb2d8a2c_1,cb2d8a2c_1,0.9154560705677336,0.08454392943226641,16,medium,0.3,0.3,0.3674234614174767
reasoning-gym,reasoning-gym/reasoning-gym-games-futoshiki-easy00cea0a5-seed45-1,reasoning-gym-games-futoshiki-easy00cea0a5-seed45-1,0.9156012918255628,0.08439870817443718,16,saturated,0.95796875,0.95796875,0.1035284484981664
gaia,gaia/0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0a3cd321-3e76-4622-911b-0fda2e5d6b1a,0.915771482689563,0.08422851731043701,16,medium,0.5375000000000001,0.5375000000000001,0.410601692641421
medagentbench,medagentbench/task4_28,task4_28,0.9159131793486206,0.0840868206513794,16,easy,0.8,0.8,0.2549509756796392
arc-agi-2,arc-agi-2/1818057f_0,1818057f_0,0.9160663717214417,0.08393362827855833,16,medium,0.6375,0.6375,0.4371427112511428
arc-agi-2,arc-agi-2/97d7923e_0,97d7923e_0,0.9161573349021893,0.08384266509781069,16,medium,0.3,0.3,0.4472135954999579
usaco,usaco/1132,1132,0.9161578313975578,0.0838421686024422,16,medium,0.7,0.7,0.412310562561766
omnimath,omnimath/omnimath_625,omnimath_625,0.9161796967654051,0.08382030323459488,16,easy,0.8125,0.8125,0.3276335605520289
reasoning-gym,reasoning-gym/reasoning-gym-geometry-advanced-geometry-hard0292e21f-seed45-0,reasoning-gym-geometry-advanced-geometry-hard0292e21f-seed45-0,0.9161825763528769,0.08381742364712308,16,easy,0.8628750000000001,0.8628750000000001,0.241348263666843
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,mlflow__mlflow.93dab383.test_trace_manager.bb95fbcd.lv1,0.916189922183132,0.083810077816868,16,medium,0.3,0.3,0.3464101615137754
featurebench-modal,featurebench-modal/mlflow__mlflow.93dab383.test_databricks_tracing_utils.8ef44eb4.lv1,mlflow__mlflow.93dab383.test_databricks_tracing_utils.8ef44eb4.lv1,0.916189922183132,0.083810077816868,16,hard,0.225,0.225,0.3072051431861127
aider-polyglot,aider-polyglot/polyglot_go_sublist,polyglot_go_sublist,0.9162470780733174,0.0837529219266826,16,medium,0.4375,0.4375,0.42555111326373
aider-polyglot,aider-polyglot/polyglot_rust_dot-dsl,polyglot_rust_dot-dsl,0.9162470780733174,0.0837529219266826,16,medium,0.3625,0.3625,0.4075460096725277
gso,gso/gso-numpy--numpy-330057f,gso-numpy--numpy-330057f,0.9162510445042419,0.08374895549575812,16,medium,0.35,0.35,0.3278719262151
gso,gso/gso-pandas-dev--pandas-438b957,gso-pandas-dev--pandas-438b957,0.9162510445042419,0.08374895549575812,16,medium,0.3625,0.3625,0.3099899191909311
gso,gso/gso-tornadoweb--tornado-1b464c4,gso-tornadoweb--tornado-1b464c4,0.9162728873192347,0.08372711268076527,16,medium,0.6000000000000001,0.6000000000000001,0.3605551275463989
lawbench,lawbench/lawbench-3-6-6-zero-shot,lawbench-3-6-6-zero-shot,0.9163388263890997,0.08366117361090031,16,medium,0.626875,0.626875,0.1594411627372304
aider-polyglot,aider-polyglot/polyglot_cpp_binary-search-tree,polyglot_cpp_binary-search-tree,0.916341933823035,0.08365806617696503,16,hard,0.2,0.2,0.324037034920393
gaia,gaia/a56f1527-3abf-41d6-91f8-7296d6336c3f,a56f1527-3abf-41d6-91f8-7296d6336c3f,0.9163547295914881,0.08364527040851188,16,medium,0.63125,0.63125,0.4208900539333283
gpqa-diamond,gpqa-diamond/25,25,0.9164313548115439,0.08356864518845608,16,easy,0.7375,0.7375,0.3218598297395933
gpqa-diamond,gpqa-diamond/45,45,0.9164313548115439,0.08356864518845608,16,easy,0.875,0.875,0.1854049621773915
swebenchpro,swebenchpro/instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,instance_internetarchive__openlibrary-6afdb09df692223c3a31df65cfa92f15e5614c01-v08d8e8889ec945ab821fb156c04c7d2e2810debb,0.9164392579681014,0.08356074203189856,16,easy,0.75,0.75,0.3354101966249684
